Depth,Width,N_bag,epochs,Strategy,Dropout_rate,score_0,score_1,score_2,score_3,score_4
0,16,8,1000,standard,0.1,0.9825875370873871,0.9793016342778139,0.9822864715003828,0.9842651761122994,0.982140022950928
0,16,8,1000,standard,0.2,0.9819252702314806,0.9802416785391264,0.9796772289674436,0.9807898662220275,0.9797051804226822
0,16,8,1000,standard,0.3,0.9778742099806242,0.9780060276723098,0.9814407744972827,0.9796215434887117,0.9816113220937098
0,16,8,1000,standard,0.4,0.9749795078014802,0.9807519460673778,0.9776836862148375,0.9779045700581304,0.9824826595854445
0,16,8,1000,standard,0.5,0.9766611797171878,0.9780382951653551,0.9800889608368925,0.9814779105366516,0.9800300876733914
0,16,8,1000,standard,0.6,0.979642823599696,0.9757913167859865,0.980988313587034,0.9791157436378526,0.9782470570027584
0,16,8,1000,standard,0.7,0.9822181063093853,0.9837462077989856,0.9833030655694611,0.9802692437541566,0.9807016418292339
