Depth,Width,N_bag,epochs,Strategy,Dropout_rate,score_0,score_1,score_2,score_3,score_4
1,8,8,1000,standard,0.1,0.9781134690034244,0.9784307572983094,0.9802604034953872,0.9814459835025788,0.9804650559264512
1,8,8,1000,standard,0.2,0.9797312763445823,0.9806386974977475,0.9791265880702508,0.9787784411741226,0.9808545357841641
1,8,8,1000,standard,0.3,0.9751938465854266,0.9779809505743758,0.9773865259267671,0.9804446171172834,0.9774343219787587
1,8,8,1000,standard,0.4,0.9763034134665481,0.9770157812349054,0.9814946870997071,0.9763565436485615,0.9804886287539156
1,8,8,1000,standard,0.5,0.9796981802097771,0.9827550057232849,0.9824496304302581,0.9774535973677329,0.9808861539223256
1,8,8,1000,standard,0.6,0.9791896462750423,0.9801170666169939,0.9783017623514485,0.9809057520642284,0.9828045497584396
1,8,8,1000,standard,0.7,0.9755904707996014,0.982080616629724,0.980280318199446,0.9837117302206154,0.9831065243251862
